business_id,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
oIwKhqTtHRebTW9jPiBTrw,06:00-02:00,06:00-02:00,06:00-02:00,06:00-02:00,06:00-02:00,06:00-02:00,06:00-02:00
NdQMBelvH0TTe1pIrnFYmA,11:00-23:45,11:00-23:45,11:00-23:45,11:00-23:45,11:00-23:45,11:00-23:45,11:00-23:45
FDWo5X_XoBVCaro22r2sUw,17:30-22:30,17:30-22:30,17:30-22:30,17:30-22:30,17:30-22:30,17:30-22:30,17:30-22:30
po3QfLD7vINIFtyYTgkEMQ,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00
HOrfsgClwysVlDv1Vp7PIg,09:30-02:00,09:30-02:00,09:30-02:00,09:30-02:00,09:30-02:00,09:30-02:00,09:30-02:00
0V7lC5Xr9dVFbjXpXFbeow,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
6VbM5hHuI0g8oKRSnJOqpw,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00
KIgzEq8CrCLQV7k6Op5NIQ,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00
K0NIteVG3wWEaiyOg3q5fg,close all day,close all day,close all day,close all day,close all day,close all day,close all day
57gnA8qjuFDtUvKMLmtR8A,close all day,close all day,close all day,close all day,close all day,close all day,close all day
tM0kAQYli0O0qUrm-jHVDg,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00
YmzCjAQV8XuElZQcmsjenw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
he_b4txorHTrKjH5DnnmdQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
MgMh64Y-gfu7pnak0oqF7g,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30
b-HWYd_0OhSQ_p0sq_VoSQ,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00
Xj-zqnKuXCfiCJDWQM99Eg,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00
5m9Kbj9jsBus6chIdt-52w,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00
EYx9LkprbYnt3gUG_PRdKQ,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00
N29zfL68LmwfWr5EQKB0Yg,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
rNAUMtO69gPlzqdLjxoBTA,06:00-15:00,06:00-15:00,06:00-15:00,06:00-15:00,06:00-15:00,06:00-15:00,06:00-15:00
HCeD-aoX2Vt28oxTdQ6IEg,close all day,close all day,close all day,close all day,close all day,close all day,close all day
knLSows1coxal0jKtFGl8Q,06:00-21:00,06:00-21:00,06:00-21:00,06:00-21:00,06:00-21:00,06:00-21:00,06:00-21:00
ka6UznsrJKNd8Om3vnVP7Q,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
eQX9DwovKIwB5FncvOMhMQ,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00
Tkj0OoSsnwLBwnvJz9AAtw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
FMzJJjpd4Pd311StIKkVKA,06:30-00:00,06:30-00:00,06:30-00:00,06:30-00:00,06:30-00:00,06:30-00:00,06:30-00:00
THq4W2p3emLdTJEP8f6cbQ,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00
Mdb3HCakHXN3gqAz3RRb1Q,06:00-14:30,06:00-14:30,06:00-14:30,06:00-14:30,06:00-14:30,06:00-14:30,06:00-14:30
nlbZs9GkO_ZJk3qg9ZBSxw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
Q0tWheeEldwr0OKHTHB79g,11:30-22:00,11:30-22:00,11:30-22:00,11:30-22:00,11:30-22:00,11:30-22:00,11:30-22:00
2EEmhVhG5SCt8dEo5zf-Hg,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00
5XU8ys_TsulI-FJ5nzuNvg,06:30-14:30,06:30-14:30,06:30-14:30,06:30-14:30,06:30-14:30,06:30-14:30,06:30-14:30
w8b3N7iZAtJPYTW_l-MYtQ,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00
IuYs9ys6bwhK-s2_sUKsbQ,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
hoy0dMyKvspyMCFanDX2Yg,close all day,close all day,close all day,close all day,close all day,close all day,close all day
2JoFCMaPY81rHG_FDxrUzw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
22K8kQzK4UtLwQAwOCf0MA,06:00-15:00,06:00-15:00,06:00-15:00,06:00-15:00,06:00-15:00,06:00-15:00,06:00-15:00
1n1nP996n7h36qKMlukAQg,07:00-07:00,07:00-07:00,07:00-07:00,07:00-07:00,07:00-07:00,07:00-07:00,07:00-07:00
immAndhZ-o1qrlFrIw8YjQ,05:30-00:00,05:30-00:00,05:30-00:00,05:30-00:00,05:30-00:00,05:30-00:00,05:30-00:00
2m6Q9jhmvtcA4KNnNjO4oA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
K2XRxr7Cvnsz5AoNgrWPLQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
GeHwru6TVDyVErFc92Nn2w,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
k6PuJ964NF2NEoXoOg0ijA,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00
KqCvXI-hvw6x-PSTBxB1ug,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00
hxw-JWXKkYOSjZP0iZlj7g,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00
wZzUPdHpG2PM09evT72RMw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
r7FsXCWuomxjurxwQINnsw,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00
WGcY8_1NjbEdg57qgB8BEA,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00
K10SpnV1o3bJNGBOesHtXg,close all day,close all day,close all day,close all day,close all day,close all day,close all day
esapuP4e4A8FDlBhCE8S-w,close all day,close all day,close all day,close all day,close all day,close all day,close all day
KcdZ5y6a88nH846sNLeVWA,15:00-22:00,15:00-22:00,15:00-22:00,15:00-22:00,15:00-22:00,15:00-22:00,15:00-22:00
hOf5nmeNTOkQ_Oe2gQoEkA,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00
ZWuO-YghNqtcAO7Ar-MFEg,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
OZZjgwmc0ijdGN-IMYBzhg,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30
nIX7WiUPekK5YpiRQorxlQ,09:00-13:00,09:00-13:00,09:00-13:00,09:00-13:00,09:00-13:00,09:00-13:00,09:00-13:00
NCjL2VeQMXwiabDVuxl3QA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
xDhGewAN-AaycOzK0H5GQA,10:30-01:00,10:30-01:00,10:30-01:00,10:30-01:00,10:30-01:00,10:30-01:00,10:30-01:00
RCAiM58UdsGl94QA7HeCAQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
H75yc2Vp7d8wuAe339DpOA,11:30-22:00,11:30-22:00,11:30-22:00,11:30-22:00,11:30-22:00,11:30-22:00,11:30-22:00
IqOTL8BDF1PS5DAgD9oHnA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
wtD7EvFhxt8EeNODbl1G_A,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
vPnwX30Gn0oa4dVBL0W4Ww,11:00-00:30,11:00-00:30,11:00-00:30,11:00-00:30,11:00-00:30,11:00-00:30,11:00-00:30
kgqurNLSpCmHqpprJOk-Tw,17:00-02:00,17:00-02:00,17:00-02:00,17:00-02:00,17:00-02:00,17:00-02:00,17:00-02:00
oHoY4vX_wqnXHGLDhviveA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
N8uXuqa_Pee3PuUD_oU8EQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
RBoU_WZIPnZBNlbb2DHzHA,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00
zrYGuOyAgBO-oK6t9GPLuQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
a8_lHwlsqvsEub43vgYqrw,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
KVYSUfN89b-nih-_9HhF6g,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00
5L6s7SqqmsQMi_5vgYDv4A,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00
_k2nOJvhfNKUFa2i-DnlQQ,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
eRhl0bBMEeCRaOJ8gbSw9Q,close all day,close all day,close all day,close all day,close all day,close all day,close all day
LBskB7ACUPV8xxjBPKnxmA,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00
Ei1iQVVjhS3REUbmjUg5Fg,close all day,close all day,close all day,close all day,close all day,close all day,close all day
xsSnuGCCJD4OgWnOZ0zB4A,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00
WjT_DJivd3I98FxDgEZpTQ,10:30-01:00,10:30-01:00,10:30-01:00,10:30-01:00,10:30-01:00,10:30-01:00,10:30-01:00
CwWLLNmlH6NarP2gsGQTSA,11:30-23:00,11:30-23:00,11:30-23:00,11:30-23:00,11:30-23:00,11:30-23:00,11:30-23:00
y_tiOBglwo64dN_J6h6rtQ,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00
MeMMA6ZJxW0xAR6WRgn_Cw,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
pxcERfGuSKD9KHYlfmc1HA,08:00-22:30,08:00-22:30,08:00-22:30,08:00-22:30,08:00-22:30,08:00-22:30,08:00-22:30
uah5bJG_bYhHFe0p1t1m0w,close all day,close all day,close all day,close all day,close all day,close all day,close all day
6rKU0EHGZZqdXO5SORxqTQ,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00
sZAzeccYUVPjlkrlMooV-g,close all day,close all day,close all day,close all day,close all day,close all day,close all day
OrF48GFHheuCie9cMYkldA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
_5qkBSljHlRo5B9GQLDp3w,close all day,close all day,close all day,close all day,close all day,close all day,close all day
9Kdb70PhV6O89cdfqYZJpQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
YFD3QFtNfmq6ZGjUI1_S7g,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
oK4Dc_M_fU_oyrCdd5-Qbg,close all day,close all day,close all day,close all day,close all day,close all day,close all day
spE_M6f5b9msx6cKz4xUlw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
FdFyXE6qgDSNGyfVzTsJmA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
xj8qUeH_SEUgieSTSwXMvA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
px45x27eir8RyN6YjX-VWQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
zLkok9inSL4lzVoSzfpxAA,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00
uK02Gc9r2lqgbLoG3aznTg,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00
U4LQUO2VYiittefTYBd4oQ,09:00-21:30,09:00-21:30,09:00-21:30,09:00-21:30,09:00-21:30,09:00-21:30,09:00-21:30
EreqxAEKm62XtDMRYXglDw,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00
p3IleNV_nLmMj-dbzdx9DQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
wLK4Ifw0XGlaeOD125PrEQ,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00
Calp-z22yvvWsE55_3DjKQ,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00
o2vKya6WSNcMNTxAcJsF1g,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00
15srJBiBZBt0iKsWSABwRg,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00
1ulwCamdqoX-SdMTcOhHDw,11:00-15:00,11:00-15:00,11:00-15:00,11:00-15:00,11:00-15:00,11:00-15:00,11:00-15:00
5_tsOGJQDDl9iKOr8K79Rw,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00
ScvhAJe5lIJ7_SIvNTDfgg,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00
Ncb_n30Bn-gfl7WeYPXq2w,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00
xh6kuilw1HNwSPlvrXCORw,06:00-17:00,06:00-17:00,06:00-17:00,06:00-17:00,06:00-17:00,06:00-17:00,06:00-17:00
sOliNuSVFm8rzB8XNWSVZg,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00
CNaWMRD7iDM7p6pIxm1SAQ,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00
Z5v1F-tAV897ZmM32N0wfQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
IXyqnUlBgzchNqfcRVLosg,04:00-22:00,04:00-22:00,04:00-22:00,04:00-22:00,04:00-22:00,04:00-22:00,04:00-22:00
kIFYMeaYAQ44wQVQSO2qqA,11:00-22:30,11:00-22:30,11:00-22:30,11:00-22:30,11:00-22:30,11:00-22:30,11:00-22:30
w-RzHsvV05yT2K-JC8DJUA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
UK51LgJRJ8_LUQQPZ5zfxw,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00
vnnZKz4MhVtC7S3QdQPnfw,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
HeZjAnSpfQ4-gVn_ZykZ9w,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
WcawfXDP0k8UfLyEoz_cvg,10:30-23:00,10:30-23:00,10:30-23:00,10:30-23:00,10:30-23:00,10:30-23:00,10:30-23:00
H6F8CVOFILdnSUQtmvy_zQ,11:00-11:00,11:00-11:00,11:00-11:00,11:00-11:00,11:00-11:00,11:00-11:00,11:00-11:00
n3nOq4DudeEVhfaP5rdgDQ,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00
GFcKf648xaDTdJcymIm2rQ,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00
6Sju5af4E0CnxngJcE1RPQ,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00
ihMUU9D2mcgrp7fi8lmqJg,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00
EMD6yobRZBdHc6xeXRj4aA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
mDXOGmlJlUe-AY6TmInUDA,11:30-00:00,11:30-00:00,11:30-00:00,11:30-00:00,11:30-00:00,11:30-00:00,11:30-00:00
bs-BDfrwkUMXNWMkdVk6Tg,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
X5ym_bvxZYMpe2ovDKWV7w,close all day,close all day,close all day,close all day,close all day,close all day,close all day
crSme9ZoLQNMtRGxv0htTw,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00
d6CUe9LjkFFqYtt7WuW5Lg,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
uBXSxanoPdT_Jc_x0_7ggg,close all day,close all day,close all day,close all day,close all day,close all day,close all day
GV1P1x9eRb4iZHCxj5_IjA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
K5BQkDJE9TGkyRfJeTwmDQ,06:00-15:00,06:00-15:00,06:00-15:00,06:00-15:00,06:00-15:00,06:00-15:00,06:00-15:00
BosUOpPIn6a-jvyakJ-WGg,close all day,close all day,close all day,close all day,close all day,close all day,close all day
fGTrdnKyM_wdT6niaxzU3Q,16:00-00:00,16:00-00:00,16:00-00:00,16:00-00:00,16:00-00:00,16:00-00:00,16:00-00:00
jplGMzlErHf985akNin92g,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
_WU8xM2pvdVHSjDMdEm8Ow,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00
vcZWlI0eHiGwlUfP-5Ov8Q,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00
sCP15vpcbWEGqhNtFFd1AQ,10:00-01:00,10:00-01:00,10:00-01:00,10:00-01:00,10:00-01:00,10:00-01:00,10:00-01:00
59UeMwoDGFyk2zW-qInNjw,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00
mnPRnWnNLM5cdjGEteWy7w,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00
ZOROJ4IV6V2sEAmh0v-w2A,close all day,close all day,close all day,close all day,close all day,close all day,close all day
8SICJa6C-4yuB-gF9mV42g,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00
dNkrV-sMBhut-Vz0g3dk1Q,close all day,close all day,close all day,close all day,close all day,close all day,close all day
9r4gq8LVewal0uTnLiS1zQ,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00
rhzxd7fYzQU620N3XzAiuQ,17:30-23:00,17:30-23:00,17:30-23:00,17:30-23:00,17:30-23:00,17:30-23:00,17:30-23:00
8x__4Jd-JMoWUYCkv6IJwA,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
sG-fXLyIrR2fBIObuBrkrg,close all day,close all day,close all day,close all day,close all day,close all day,close all day
DoDRDIA9FvRJ9Ujj1NpOwA,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00
x6SGXzrmGPJklnbKO_SGxg,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00
g-eZgnBDvSDguF8cUxKCkA,06:30-22:00,06:30-22:00,06:30-22:00,06:30-22:00,06:30-22:00,06:30-22:00,06:30-22:00
JQe0zkldovoBtBG6WoxRdA,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00
zUzEjxKEn8eNVksImZ2oGw,16:00-00:00,16:00-00:00,16:00-00:00,16:00-00:00,16:00-00:00,16:00-00:00,16:00-00:00
no_FXjscklz1SEzM_XnVgw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
uEJQSIjWui-TDWXaGlcqyQ,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00
vfv0rermjJJkWD50Plo5ig,close all day,close all day,close all day,close all day,close all day,close all day,close all day
Q337sJLaPPiKCsoIoSEWGg,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
yBbqiCdOdiSz3QOaZu6cGg,close all day,close all day,close all day,close all day,close all day,close all day,close all day
PS2vBk61vgCUcrNCU9vTdw,11:00-15:00,11:00-15:00,11:00-15:00,11:00-15:00,11:00-15:00,11:00-15:00,11:00-15:00
NJcLaATrb0Y6Cq3sDHhASw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
EBwv1DBGKsfdNZEYL70Dqw,11:30-21:00,11:30-21:00,11:30-21:00,11:30-21:00,11:30-21:00,11:30-21:00,11:30-21:00
NgtL59zyO_uHkCRdAKx9Aw,07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00
yVQiGdxmnrkJDyQXv2maNA,08:30-20:00,08:30-20:00,08:30-20:00,08:30-20:00,08:30-20:00,08:30-20:00,08:30-20:00
kdwGeJlYwmqt9X49IG49mQ,07:00-14:00,07:00-14:00,07:00-14:00,07:00-14:00,07:00-14:00,07:00-14:00,07:00-14:00
EpnLqyTKwo8Tn8j_w2ZVkg,18:00-22:00,18:00-22:00,18:00-22:00,18:00-22:00,18:00-22:00,18:00-22:00,18:00-22:00
T5LbVJHSyafrUpVpamSifg,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00
3FhHnU7Mq8KcyWiWKH0RzA,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00
YZyzJVGQDgsOBS098JDR7A,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00
DUDX6e_9RPEdyvyJ88w4sA,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00
x1KYtHYbYJul4ATVTb7-Mw,11:30-00:00,11:30-00:00,11:30-00:00,11:30-00:00,11:30-00:00,11:30-00:00,11:30-00:00
U8nE4ErYw-AC26NbGJEAZg,close all day,close all day,close all day,close all day,close all day,close all day,close all day
TCIVUf1frqLehZbaUnuQzQ,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00
5OKffUNl_FrUXTqgZFCejg,03:00-03:00,03:00-03:00,03:00-03:00,03:00-03:00,03:00-03:00,03:00-03:00,03:00-03:00
zAoFrUwRVdSrvYWNB5e5Jw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
iRi5YmSskdL-nAkQVtxDWQ,08:00-02:00,08:00-02:00,08:00-02:00,08:00-02:00,08:00-02:00,08:00-02:00,08:00-02:00
0wP1vwgpnRo45coN4G7XZA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
NmYTwkqyaCtEg3wifBkxkw,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30
96kCaIAICvdTUV_fgrEGOA,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00
Oqb-MBYAmYUJLKwbwpQUEQ,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00
r8CwFUEQtL8gAT9KHnNhuw,11:00-01:00,11:00-01:00,11:00-01:00,11:00-01:00,11:00-01:00,11:00-01:00,11:00-01:00
Uypstpws9BmDRT7mEMaXVQ,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30
nfNk9CUjpnKX_bwK_-bIeA,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
3rNsz7qxJTyyQPGUYGDmsg,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
GIOrbXyNmF332SWArLURNA,17:00-23:00,17:00-23:00,17:00-23:00,17:00-23:00,17:00-23:00,17:00-23:00,17:00-23:00
htIMKHDjCIHJALQOdY1keA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
-JpZiiGPKOuCEiODGNyovw,05:00-20:00,05:00-20:00,05:00-20:00,05:00-20:00,05:00-20:00,05:00-20:00,05:00-20:00
tteHjtbjQfWnJgFe4jPoMA,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
YnAYdlHFr4y34-UMEpLY1A,close all day,close all day,close all day,close all day,close all day,close all day,close all day
j61tzz0XkdFV8YUBZNNzhw,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00
toDZ6L_a_0lWU9O1JtQRGg,04:00-21:00,04:00-21:00,04:00-21:00,04:00-21:00,04:00-21:00,04:00-21:00,04:00-21:00
9x0rvR9SSX5mO1vUqx_hnQ,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00
d7M30BsQj_oT2howDyo0ew,close all day,close all day,close all day,close all day,close all day,close all day,close all day
doQQQzQis8Me3jGeAhfd5w,close all day,close all day,close all day,close all day,close all day,close all day,close all day
1wCyM-brDWQNxrJajO7QXw,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30
75n7FVIObWM3iMf95duQOw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
9qi6ZfYzjGuwEzQ_FtBBgw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
NQrkH6JdXrio2agFr1wIAw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
3AMFoTdFm7j2bocSpm7Xxw,11:30-22:00,11:30-22:00,11:30-22:00,11:30-22:00,11:30-22:00,11:30-22:00,11:30-22:00
Gj33U7MhMSw5wtr9Hh6GEw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
R0NZF7JmXWGTdu7EX-CAKA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
Gom7d1p-nroWxCMk65-4UQ,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00
fboP8gAvPCdW-bnJmDslSg,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
